,name,error,time_taken,rank,n_dims,error_func,drm_type,run,left_rank,right_rank
502,STTA,0.00019902658655852453,0.041980546000559116,,12.0,tt_error_func,DenseGaussianDRM,6.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
503,HMT,9.968178736222437e-05,12.531999149001422,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,7.0,,
504,STTA,4.403066946875907e-05,0.04130300100041495,,12.0,tt_error_func,DenseGaussianDRM,7.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
505,HMT,4.242034659515932e-05,12.64145746000031,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,8.0,,
506,STTA,0.00025311614159241293,0.041773420998652,,12.0,tt_error_func,DenseGaussianDRM,8.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
507,HMT,3.298761432147175e-05,12.630818916000862,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,9.0,,
508,STTA,0.00014490987616426384,0.04135728799883509,,12.0,tt_error_func,DenseGaussianDRM,9.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
509,HMT,5.097203683631337e-05,12.582733594999809,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,10.0,,
510,STTA,0.00014874425108285866,0.04130619699935778,,12.0,tt_error_func,DenseGaussianDRM,10.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
511,HMT,5.878999746802869e-05,12.474207536999529,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,11.0,,
512,STTA,0.0001039151442263454,0.041286175001005176,,12.0,tt_error_func,DenseGaussianDRM,11.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
513,HMT,0.00015674083404247798,12.556284920001417,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,12.0,,
514,STTA,4.6790983599875726e-05,0.045066782000503736,,12.0,tt_error_func,DenseGaussianDRM,12.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
515,HMT,0.00012047380614874694,12.551445057999445,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,13.0,,
516,STTA,0.00012293835882827808,0.04372139400038577,,12.0,tt_error_func,DenseGaussianDRM,13.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
517,HMT,4.8502837462632035e-05,12.63388728099926,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,14.0,,
518,STTA,0.00013944935893758027,0.042076715999428416,,12.0,tt_error_func,DenseGaussianDRM,14.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
519,HMT,5.624422126242613e-05,12.40582799799995,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,15.0,,
520,STTA,9.378614262383307e-05,0.04315026099902752,,12.0,tt_error_func,DenseGaussianDRM,15.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
521,HMT,4.4342163748088e-05,12.677142993001326,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,16.0,,
522,STTA,8.475352234852474e-05,0.03958822200002032,,12.0,tt_error_func,DenseGaussianDRM,16.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
523,HMT,5.442205013476837e-05,12.73831363699901,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,17.0,,
524,STTA,7.697074409988969e-05,0.04389440200066019,,12.0,tt_error_func,DenseGaussianDRM,17.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
525,HMT,0.0003714468577338526,12.683956081998986,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,18.0,,
526,STTA,0.00011281275499963462,0.042439243999979226,,12.0,tt_error_func,DenseGaussianDRM,18.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
527,HMT,0.00012242822226004,12.881056262998754,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,19.0,,
528,STTA,9.839214624493996e-05,0.0415080279999529,,12.0,tt_error_func,DenseGaussianDRM,19.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
529,HMT,6.60927374917057e-05,12.465656899999885,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,20.0,,
530,STTA,8.9112012649256e-05,0.041469816000244464,,12.0,tt_error_func,DenseGaussianDRM,20.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
531,HMT,6.88811414041726e-05,12.364602874000411,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,21.0,,
532,STTA,0.00018229538162590976,0.04592151699944225,,12.0,tt_error_func,DenseGaussianDRM,21.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
533,HMT,7.634755263748771e-05,12.492561913999452,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,22.0,,
534,STTA,0.00010808133247029364,0.04362224499891454,,12.0,tt_error_func,DenseGaussianDRM,22.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
535,HMT,6.403660629377214e-05,12.48106212499988,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,23.0,,
536,STTA,8.329833269719705e-05,0.0427374390001205,,12.0,tt_error_func,DenseGaussianDRM,23.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
537,HMT,5.07310083690203e-05,12.502975938001327,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,24.0,,
538,STTA,7.91054515318416e-05,0.042042323999339715,,12.0,tt_error_func,DenseGaussianDRM,24.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
539,HMT,7.90267999661823e-05,12.52541651700085,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,25.0,,
540,STTA,0.0001342228625085497,0.04134536099991237,,12.0,tt_error_func,DenseGaussianDRM,25.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
541,HMT,6.360665589004388e-05,12.572288553999897,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,26.0,,
542,STTA,9.734357568901932e-05,0.041595331000280567,,12.0,tt_error_func,DenseGaussianDRM,26.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
543,HMT,5.64226449865215e-05,12.689213715000733,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,27.0,,
544,STTA,0.0001551242913765769,0.043085057999633136,,12.0,tt_error_func,DenseGaussianDRM,27.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
545,HMT,6.577854354748459e-05,12.65661762399941,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,28.0,,
546,STTA,8.424037599056856e-05,0.04134947900092811,,12.0,tt_error_func,DenseGaussianDRM,28.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
547,HMT,0.00012065166632275543,12.415748323999651,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)",12.0,tt_error_func,DenseGaussianDRM,29.0,,
548,STTA,0.00012358322209242081,0.04130896800052142,,12.0,tt_error_func,DenseGaussianDRM,29.0,"(5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5)","(10, 16, 16, 16, 16, 16, 16, 16, 16, 16, 10)"
